word,count
fox,6790
was,925
foxes,631
had,614
is,496
not,179
did,164
are,158
said,148
came,148
has,145
were,143
would,132
went,124
could,109
will,87
knew,84
very,84
so,81
ran,72
looked,62
saw,57
got,56
felt,53
away,53
never,51
just,51
made,50
have,50
took,47
might,46
as,45
can,45
told,44
there,44
back,40
began,39
turned,38
lay,34
may,33
stood,33
started,33
found,32
sprang,31
should,31
didn't,30
crept,29
go,27
replied,27
must,26
gave,26
does,26
kept,25
always,25
still,25
heard,24
come,24
only,24
sat,24
too,23
answered,23
jencken,23
asked,22
once,22
goes,22
stopped,22
thought,22
say,22
jumped,22
do,21
reached,20
now,19
also,19
laughed,19
seemed,19
being,18
well,18
led,18
almost,18
really,18
comes,18
caught,18
then,18
tried,17
grew,17
coming,17
left,17
much,16
suddenly,16
makes,16
became,16
walked,15
right,15
continued,15
trotted,15
straight,15
ever,15
slipped,14
more,14
leaped,14
sitting,14
get,13
ai,13
moved,13
lived,13
here,13
wanted,13
called,13
returned,13
cried,13
shook,13
watched,13
showed,13
all,13
often,13
again,13
already,13
followed,13
put,12
rose,12
believed,12
lost,12
stole,12
brought,12
tries,12
down,12
waited,12
soon,12
running,12
know,12
finally,12
knows,12
along,12
feel,12
fell,11
met,11
jumps,11
long,11
held,11
drew,11
killed,11
greatly,11
declared,11
appeared,11
having,10
fast,10
passed,10
didn’t,10
decided,10
home,10
certainly,10
when,10
spoke,10
going,10
quite,10
lying,10
hardly,9
finds,9
most,9
seized,9
broke,9
stretched,9
sometimes,9
softly,9
dropped,9
tells,9
grinned,9
crawled,9
keep,9
set,9
done,9
hurried,9
nearly,9
be,9
hunting,9
take,8
usually,8
let,8
chanced,8
scampered,8
look,8
listened,8
skins,8
live,8
forth,8
used,8
arrived,8
warned,8
rolled,8
ate,8
wasn't,8
hung,8
isn't,8
how,8
digging,8
shall,7
ain't,7
sing,7
by,7
making,7
carefully,7
aint,7
takes,7
stayed,7
assured,7
gets,7
curled,7
chased,7
loses,7
displayed,7
sent,7
discovered,7
drove,7
dived,7
near,7
immediately,7
easily,7
smiled,6
lives,6
lie,6
relies,6
far,6
failed,6
climbed,6
thinks,6
waiting,6
somewhat,6
see,6
git,6
remained,6
wrote,6
even,6
sneaked,6
realized,6
tell,6
happened,6
stared,6
barked,6
nowhere,6
stepped,6
hadn't,6
together,6
carried,6
around,6
close,6
stay,6
learned,6
quickly,5
on,5
slowly,5
uses,5
slept,5
limped,5
quietly,5
travelled,5
hastily,5
trying,5
spent,5
backed,5
grows,5
trotting,5
chuckled,5
entered,5
playing,5
up,5
invited,5
chasing,5
barks,5
dared,5
taught,5
