word,count
fox,31979
foxes,2994
red,1140
was,1117
granny,848
fox's,727
had,614
is,610
old,573
not,211
are,196
little,189
were,166
did,164
so,160
very,149
said,148
came,148
has,145
young,141
and,140
gray,138
would,132
great,127
went,124
as,109
could,109
bad,91
will,87
knew,84
never,82
just,78
ran,72
patrol,69
away,69
fox',68
there,65
black,64
looked,62
arctic,61
saw,57
got,56
family,53
more,53
felt,53
back,52
when,50
made,50
have,50
once,47
fuzzy,47
took,47
might,46
white,46
can,45
poor,44
told,44
too,42
only,42
other,41
now,41
lay,40
',40
dead,40
began,39
still,39
well,38
turned,38
again,38
house,36
margaret,36
'low,36
wuz,36
always,36
blue,34
ever,34
terrier,33
may,33
stood,33
started,33
sprang,32
right,32
found,32
frisky,32
smart,32
foxes',32
big,32
frank,32
also,31
year,31
then,31
should,31
wise,30
really,30
thought,30
much,30
first,30
hunting,30
didn't,30
go,29
fer,29
sisters,29
crept,29
kane,29
git,29
long,28
replied,28
sparrow,28
suddenly,27
skin,27
gave,26
does,26
fox_,26
must,26
hungry,26
island,25
kept,25
most,25
sat,25
home,25
here,25
almost,24
ax,24
finally,24
heard,24
come,24
nearly,23
answered,23
sly,23
all,23
jencken,23
pup,23
good,23
soon,22
jumped,22
wild,22
asked,22
brer,22
wicked,22
bade,22
goes,22
say,22
stopped,22
do,21
cunning,21
down,21
tail,21
reached,20
fell,20
many,20
ter,20
being,20
laughed,19
gwine,19
fresh,19
left,19
seemed,19
comes,18
often,18
river,18
fine,18
caught,18
lost,18
led,18
hunted,18
dat,18
bin,18
common,18
grey,17
quite,17
grew,17
coming,17
fast,17
large,17
tried,17
indians,16
became,16
look,16
makes,16
squirrel,16
female,16
tuck,15
straight,15
close,15
get,15
alone,15
usually,15
silver,15
greatly,15
walked,15
continued,15
hunt,15
trotted,15
far,15
around,15
dear,14
slipped,14
already,14
sitting,14
leaped,14
how,14
trapping,14
wily,14
angry,14
hole,13
returned,13
moved,13
wanted,13
followed,13
immediately,13
shook,13
tries,13
at,13
certainly,13
called,13
watched,13
mighty,13
few,13
clever,13
sorter,13
cried,13
ai,13
stole,13
showed,13
same,13
lived,13
track,13
nice,13
running,12
along,12
knows,12
near,12
northern,12
trap,12
feel,12
sometimes,12
brought,12
rose,12
put,12
believed,12
know,12
waited,12
quick,12
tracks,12
frightened,12
held,11
face,11
met,11
afraid,11
declared,11
live,11
drew,11
killed,11
fish,11
appeared,11
jumps,11
skins,11
ian,11
lower,10
crafty,10
no,10
hardly,10
maggie,10
where,10
quickly,10
decided,10
foxy,10
tell,10
isn't,10
dinner,10
trotting,10
going,10
run,10
wasn't,10
life,10
settin,10
dar,10
spoke,10
sot,10
didn’t,10
having,10
passed,10
tribes,10
together,10
jr,10
neck,10
yellow,10
lying,10
finds,9
generally,9
dropped,9
carefully,9
softly,9
be,9
grinned,9
crawled,9
done,9
enough,9
utterly,9
laugh,9
keep,9
stretched,9
dey,9
small,9
seized,9
cross-fox,9
hound,9
thus,9
kill,9
nosed,9
hunters,9
tells,9
hounds,9
set,9
nose,9
surprised,9
broke,9
several,9
hurried,9
listened,8
forth,8
catch,8
let,8
eyes,8
warned,8
new,8
about,8
digging,8
easily,8
sparrows,8
wid,8
arrived,8
over,8
calls,8
ate,8
scampered,8
relies,8
slunk,8
fairly,8
chanced,8
quietly,8
lie,8
used,8
tame,8
take,8
hung,8
perwide,8
cub,8
expedition,8
rolled,8
catches,8
ain't,7
somewhat,7
certain,7
gets,7
hastily,7
foolish,7
shall,7
learns,7
takes,7
making,7
assured,7
frequently,7
stayed,7
sing,7
safe,7
instant,7
lightly,7
displayed,7
curled,7
even,7
plays,7
loses,7
dived,7
drove,7
second,7
discovered,7
lives,7
last,7
aint,7
sent,7
head,7
inside,7
english,7
by,7
swift,7
chased,7
direach,7
own,7
glad,7
bourne,7
brown,7
bark,7
uses,6
stared,6
cubs,6
wasn’t,6
lak,6
strong,6
chasing,6
wears,6
smiled,6
sharply,6
'ud,6
kind,6
russell,6
king,6
valley,6
indeed,6
drap,6
traps,6
see,6
climbed,6
boat,6
haired,6
pitt,6
upper,6
remained,6
leapt,6
warm,6
thinks,6
brush,6
waiting,6
in,6
learned,6
covets,6
famous,6
carried,6
paddle,6
'lone,6
realized,6
mouf,6
failed,6
stay,6
copies,6
ordinary,6
hadn't,6
twice,6
nowhere,6
better,6
barked,6
burglar,6
dark,6
tired,6
brave,6
american,6
up'n,6
emily,6
sneaked,6
steal,6
trapper,6
happened,6
_,6
trot,6
stepped,6
wrote,6
longer,6
mad,6
forgets,6
surely,5
holden,5
-fox,5
chuckled,5
grows,5
foot,5
thick,5
occasionally,5
on,5
rarely,5
hume,5
figures,5
fond,5
tucker,5
moving,5
slept,5
limped,5
slowly,5
rabbit,5
meets,5
best,5
single,5
badly,5
talk,5
paid,5
forgot,5
trappers,5
alive,5
up,5
ago,5
barks,5
standing,5
yet,5
spent,5
evidently,5
looking,5
shrewd,5
entered,5
beautiful,5
apparently,5
free,5
next,5
invited,5
proposed,5
barking,5
rich,5
danny,5
behind,5
backed,5
wished,5
anxiously,5
tribe,5
trying,5
out,5
glared,5
playing,5
taught,5
darted,5
travelled,5
turns,5
jaws,5
rather,5
dared,5
heads,4
advanced,4
talbot,4
terriers,4
dreadful,4
likely,4
