word,count
learned,3
calling,3
tied,3
waiting,3
dared,3
hated,3
hastened,3
rather,3
loves,3
rolled,3
stretched,3
bade,3
bolted,3
darted,3
gone,3
plunged,3
laugh,3
actually,3
close,3
retreated,3
accepted,3
sleeps,3
run,3
etwas,3
entered,3
forward,3
dashed,3
belongs,3
gets,3
spoken,3
cuts,3
addressed,3
show,3
dived,3
sneaked,3
shines,3
refused,3
stands,3
keeps,3
ahead,2
liked,2
utterly,2
poked,2
kind,2
procured,2
eaten,2
shifted,2
strutted,2
stuck,2
retraced,2
understood,2
shrinking,2
runs,2
happened,2
warily,2
playing,2
scraped,2
any,2
leapt,2
leading,2
digging,2
awaited,2
flies,2
homed,2
starting,2
lustily,2
contrives,2
past,2
untied,2
slowly,2
crossing,2
worked,2
systematically,2
tangled,2
isn’t,2
quietly,2
near,2
staling,2
bravely,2
gamely,2
alone,2
become,2
lies,2
headed,2
appear,2
chewed,2
perceived,2
look,2
existed,2
escaped,2
grinned,2
travelled,2
lox,2
stirred,2
brings,2
deliberately,2
scored,2
admits,2
licked,2
enjoyed,2
disappeared,2
why,2
boxed,2
pointed,2
safely,2
painfully,2
shortly,2
resigns,2
changed,2
ain’t,2
ai,2
done,2
follows,2
judged,2
hadn't,2
meant,2
believes,2
preached,2
simply,2
stared,2
rattled,2
lodged,2
slips,2
screamed,2
about,2
cursed,2
dragging,2
hastily,2
breathed,2
heaped,2
instantly,2
hesitated,2
learns,2
opened,2
cautioned,2
dug,2
directly,2
determined,2
rushed,2
advises,2
meanwhile,2
placed,2
wantonly,2
noted,2
interrupted,2
stumbled,2
approached,2
shot,2
howled,2
perfectly,2
out,2
breaking,2
evidently,2
bit,2
laid,2
padded,2
rests,2
remembered,2
discovers,2
together,2
denied,2
seems,2
occasionally,2
confidently,2
fairly,2
shames,2
stops,2
created,2
plays,2
begged,2
turns,2
resumed,2
checked,2
recovered,2
transformed,2
muttered,2
stop,2
likes,2
attended,2
ago,2
awoke,2
writes,2
acts,2
divided,2
visited,2
watching,2
thinks,2
died,2
agreed,2
acted,2
better,2
whimpered,1
standing,1
prompt,1
collected,1
returning,1
spends,1
rarely,1
carrying,1
squeezes,1
putting,1
sailed,1
increased,1
climb,1
move,1
feebly,1
next,1
soundly,1
eat,1
enter,1
flew,1
returns,1
accounted,1
fight,1
crawling,1
cleared,1
puckered,1
naturally,1
hears,1
manage,1
jumping,1
grows,1
hurrying,1
lifted,1
devour,1
stalks,1
gives,1
lose,1
ranches,1
whirled,1
begin,1
mocked,1
carry,1
frequenting,1
expected,1
inherited,1
declined,1
compared,1
flattered,1
apparently,1
enjoys,1
literally,1
smelt,1
habitually,1
steered,1
speak,1
exposed,1
shooting,1
retrace,1
throws,1
seem,1
clearly,1
trusted,1
merely,1
crouched,1
henceforth,1
elects,1
slightly,1
stepping,1
easiest,1
altogether,1
ends,1
thrown,1
dodging,1
deserted,1
woke,1
considers,1
scarcely,1
traveled,1
pulls,1
anywhere,1
crouching,1
possess,1
feels,1
passes,1
rolling,1
vary,1
fooled,1
counselled,1
bound,1
mentioned,1
represented,1
avoided,1
pushing,1
studied,1
disunited,1
doing,1
tramped,1
ordered,1
fool,1
ferried,1
survived,1
sooner,1
eventually,1
surely,1
pops,1
violently,1
exclaimed,1
talked,1
seen,1
no,1
ridiculed,1
purchased,1
examined,1
unnerved,1
separated,1
fears,1
hunted,1
sideways,1
pulled,1
cramped,1
scratched,1
caused,1
loped,1
abruptly,1
confessing,1
following,1
disputing,1
facing,1
recurred,1
acquainted,1
cast,1
thereupon,1
knocked,1
clapped,1
switch,1
start,1
open,1
topped,1
exactly,1
shuck,1
differs,1
realised,1
backwards,1
wiped,1
limp,1
hobbled,1
plainly,1
sighed,1
minded,1
descend,1
smoothed,1
trot,1
earthed,1
shade,1
trying,1
didn’t,1
stationed,1
see,1
enough,1
doubled,1
managed,1
behind,1
bounded,1
believe,1
break,1
disappear,1
sadly,1
over,1
terribly,1
danced,1
repeatedly,1
strayed,1
abounded,1
hails,1
happily,1
walking,1
clawing,1
attain,1
at,1
destroyed,1
seated,1
unexpectedly,1
dodged,1
shrank,1
claimed,1
reminded,1
recrossed,1
circled,1
ceded,1
blamed,1
reconnoitered,1
settled,1
strained,1
overturned,1
signaled,1
boldly,1
guessed,1
discharged,1
leaned,1
tossed,1
cautiously,1
crashed,1
scoffed,1
noiselessly,1
admired,1
invited,1
redoubled,1
broiled,1
fearlessly,1
resolved,1
bore,1
laughing,1
amused,1
circumspectly,1
contented,1
kins,1
uneasily,1
bury,1
thrust,1
entertain,1
united,1
opposed,1
distinguished,1
failed,1
sly,1
prayed,1
raised,1
prickly,1
fought,1
acquiesced,1
snaps,1
beside,1
waded,1
promptly,1
clambered,1
located,1
hurriedly,1
inquired,1
prepared,1
planned,1
fox—here,1
sufficiently,1
meets,1
stealing,1
delivered,1
squandered,1
stuffed,1
frightens,1
paused,1
tries,1
recalled,1
fled,1
overreached,1
twisted,1
loses,1
kissing,1
stooped,1
entirely,1
excused,1
catch,1
instructs,1
rubbed,1
pattered,1
espied,1
significantly,1
chased,1
misses,1
tormenting,1
brushing,1
tumbled,1
implored,1
allied,1
loudly,1
barely,1
attempted,1
regained,1
ceased,1
hovered,1
longed,1
contrived,1
drinks,1
ill,1
supported,1
sumwhar,1
stay,1
haunting,1
dashing,1
explaining,1
reaches,1
bears,1
placing,1
remains,1
doubtless,1
advocated,1
strongly,1
referred,1
argued,1
sought,1
puts,1
honoured,1
sulked,1
swelled,1
wheeled,1
digged,1
calls,1
elsewhere,1
married,1
knocks,1
secured,1
admitted,1
offset,1
harshly,1
interpreted,1
occurred,1
frequently,1
how,1
reaffirms,1
describes,1
dates,1
written,1
rejected,1
reinterpreted,1
continually,1
eminently,1
mitten,1
auf,1
wiegte,1
dafür,1
sprach,1
bemerkte,1
imprisoned,1
trotting,1
approaching,1
crippled,1
fox—,1
ought,1
badly,1
hanging,1
watch,1
wore,1
chose,1
probably,1
dumfounded,1
gazing,1
taught,1
missed,1
smacked,1
devoured,1
even,1
frisked,1
approach,1
dwells,1
bristled,1
yet,1
endured,1
brushed,1
stealthily,1
sees,1
pays,1
scoured,1
rollte,1
regierungsbeamter,1
ging,1
observed,1
mangled,1
longer,1
eyed,1
pounced,1
wrinkled,1
unquestionably,1
liberally,1
needed,1
thoroughly,1
whipped,1
covered,1
indifferently,1
cornered,1
lapped,1
securely,1
descended,1
downward,1
emerged,1
chanced,1
attacked,1
obtained,1
dare,1
touched,1
treat,1
longingly,1
halted,1
holding,1
indignantly,1
wo,1
torn,1
väterlich,1
geworden,1
übernahm,1
bilderpreise,1
ende,1
wäre,1
gently,1
kill,1
chuckled,1
communicated,1
indeed,1
supplied,1
benefit,1
cleaned,1
largely,1
getting,1
taking,1
cross,1
off,1
surrounded,1
dressed,1
talking,1
grumbled,1
happens,1
wear,1
attempting,1
retains,1
