word,count
freed,1
shortly,1
learnt,1
clever,1
replied--,1
bethought,1
sore,1
spake,1
cast,1
leg,1
dashes,1
stands,1
communion,1
guilt,1
lawyer,1
shoes,1
marriage,1
enemy,1
rifle,1
continually,1
inference,1
habits,1
suit,1
neither,1
grandson,1
sick,1
stomach,1
grandchildren,1
think,1
few,1
step,1
elsewhere,1
cause,1
itinerary,1
readiness,1
relations,1
teaching,1
faith,1
style,1
reply,1
prisoner,1
helpers,1
cutting,1
imprisonment,1
whole,1
followers,1
mission,1
sensitiveness,1
test,1
money,1
territory,1
