word,count
fox,21216
foxes,1922
fox's,726
patrol,69
fox',68
family,53
as,46
so,44
',40
house,36
when,36
wuz,36
'low,36
terrier,33
foxes',32
year,31
kane,29
sisters,29
fer,29
sparrow,28
skin,27
never,27
fox_,26
once,25
again,25
island,25
ax,24
git,23
pup,23
just,22
now,21
hunting,21
tail,21
there,20
ter,20
gwine,19
bade,19
ever,19
river,18
bin,18
long,17
well,17
right,17
away,16
squirrel,16
indians,16
brer,16
tuck,15
hunt,15
nearly,14
dat,14
sorter,13
not,13
only,13
hole,13
track,13
very,13
trap,12
then,12
back,12
tracks,12
home,12
still,12
finally,12
suddenly,11
alone,11
ian,11
face,11
fish,11
also,11
always,11
here,11
life,10
dinner,10
trapping,10
jr,10
tribes,10
all,10
soon,10
dar,10
at,10
sot,10
neck,10
down,9
around,9
hound,9
hunters,9
dey,9
hounds,9
nose,9
close,9
look,8
settin,8
sparrows,8
more,8
mighty,8
fine,8
cub,8
nice,8
thought,8
wid,8
much,8
expedition,8
most,8
perwide,8
far,8
eyes,8
kill,8
fast,7
head,7
bourne,7
really,7
calls,7
run,7
usually,7
first,7
direach,7
bark,7
over,6
cubs,6
mouf,6
russell,6
'ud,6
last,6
_,6
how,6
laugh,6
drap,6
up'n,6
plays,6
catches,6
king,6
traps,6
boat,6
immediately,6
paddle,6
where,6
trapper,6
dead,6
copies,6
no,6
pitt,6
'lone,6
valley,6
lay,6
brush,6
jaws,5
hume,5
thus,5
trappers,5
talk,5
tucker,5
catch,5
alive,5
cunning,5
figures,5
trotting,5
quickly,5
old,5
holden,5
quite,5
tribe,5
steal,5
trot,5
foot,5
rabbit,5
generally,5
often,5
slunk,4
character,4
front,4
comin,4
lipt,4
quick,4
deer,4
layin,4
words,4
fa'rly,4
thunk,4
fur,4
terriers,4
journal,4
'gun,4
new,4
kin,4
loose,4
atter,4
hiding,4
dem,4
story,4
talbot,4
mouth,4
complacent,4
before,4
johnny,4
dens,4
yet,4
together,4
ef,4
wolf,4
dog,4
warm,4
lak,4
frequently,4
outer,4
fathers,4
jimmy,4
bleedz,4
heads,4
own,4
tell,4
fairly,4
nations,4
enough,4
feather,4
sharply,4
scent,4
dis,4
yo,4
seldom,3
spirit,3
girls,3
learns,3
children,3
fashion,3
quietly,3
hair,3
holler,3
peter,3
angry,3
world,3
outwits,3
farm,3
promises,3
reddy,3
visits,3
proper,3
inside,3
trail,3
brushes,3
grapes,3
foxes_,3
power,3
tricks,3
too,3
forgets,3
prowls,3
work,3
politely,3
standing,3
captures,3
bad,3
certainly,3
pups,3
chief,3
meets,3
letter,3
line,3
northern,3
feet,3
sometimes,3
behind,3
personal,3
“,3
hunter,3
handkerchief,3
smell,3
scratch,3
burrow,3
lightly,3
disobeys,3
fambly,3
blood,3
breaks,3
longer,3
magazine,3
skins,3
name,3
nature,3
good,3
attention,2
château,2
agin,2
skunk,2
rarely,2
angrily,2
anxiously,2
islands,2
many,2
crosses,2
underhill,2
wide,2
purposely,2
milk,2
foxed,2
housewarming,2
gasping,2
kind,2
want,2
befo,2
investigates,2
glove,2
afraid,2
left,2
swimming,2
henny,2
community,2
several,2
instead,2
beginning,2
mad,2
ranches,2
tactics,2
laughed--'ha!--ha!--ha!--foolish,2
band,2
narrow,2
fellow,2
meditating,2
valuable,2
letters,2
serious,2
education,2
den,2
ideas,2
after,2
utterly,2
spiritual,2
view,2
mystical,2
religious,2
fox's_,2
spy,2
lie,2
ago,2
ears,2
son,2
free,2
clear,2
grinning,2
simple,2
hairs,2
sense,2
about,2
in,2
next,2
powers,2
outside,2
mind,2
red,2
safe,2
snout,2
tooth,2
jump,2
big,2
high,2
asleep,2
napping,2
almost,2
afoot,2
list,2
surely,2
bats,2
scanty,2
evil,2
favorite,2
whenever,2
jubus,2
goat,2
sea,2
slappin,2
chicken,2
carefully,2
yistiddy,2
smack,2
foller,2
wings,2
chuck,2
hope,2
hail,2
thick,2
swell,2
motions,2
hu't,2
projickin,2
waitin,2
better,2
pickin,2
howl,2
nail,2
gittin,2
society,2
body,2
way,2
study,2
s'ply,2
sight,2
holt,2
min,2
hunch,2
sez,2
crack,2
squall,2
marry,2
go,2
detest,2
paw,2
creepin,2
grab,2
covets,2
population,2
open,2
loudly,2
famous,2
simply,2
turn,2
maiden,2
get,2
second,2
why,2
astonished,2
danglin,2
relies,2
hangin,2
collar,2
makin,2
creeturs,2
gate,2
wukkin,2
robbin,2
kickin,2
gran'daddy,2
same,2
en,2
sho,2
limber,2
lim,2
wom,2
chance,2
mos,2
visit,2
boundary,2
brother,2
dive,2
lies,2
wears,2
drearily,2
meanwhile,2
masks,2
gravely,2
hunting.=,2
advice,2
forgot,2
play,2
fair,2
wonders,2
killing,2
report,2
isna,2
twice,2
farmer,2
names,2
friends,2
ready,2
fum,2
walkin,2
instantly,2
hastily,2
march,2
ketch,2
somewhere,2
des,2
w'en,2
bed,2
dislikes,2
strongly,2
purpose,2
silent,2
regained,2
sparrow.#--_passerella,2
village,2
connection,1
ranch,1
iliaca,1
ben,1
impersonation,1
maw,1
part,1
tumble,1
burrows,1
meeting,1
fortresses,1
legs,1
slyly,1
country,1
anywhere,1
shrink,1
naturally,1
farming,1
brain,1
late,1
range,1
ice,1
pads,1
couch,1
beyant,1
pasht,1
spotty,1
handsomely,1
eventually,1
scarf,1
frank,1
lain,1
sprang,1
entirely,1
uncomfortable,1
lurks,1
terrapin,1
brook,1
seem,1
decision,1
attempts,1
sufficient,1
being,1
call,1
cæsar,1
appeals,1
armoury,1
disappear,1
limping,1
retreat,1
_gens_,1
yonder,1
texts,1
observing,1
pelts,1
rain,1
peers,1
suspiciously,1
barking--“upon,1
tries,1
epic,1
voyage,1
directly,1
“sign,1
business,1
farms,1
mentality,1
breeding,1
teeth,1
bit,1
'rangerments,1
penny,1
ties,1
sneak,1
chasing,1
_gens,1
indeed,1
message,1
peak,1
messages,1
climb,1
replied,1
attacking,1
afterwards,1
ahead,1
swim,1
hole_,1
furthest,1
carry,1
dies,1
intrusion,1
number,1
reach,1
proximity,1
climbing,1
spine,1
approach,1
reproachfully,1
single,1
stalks,1
begot,1
able,1
tongues,1
secretary,1
slide,1
folk,1
wits,1
meet,1
surprise,1
actually,1
badly,1
out,1
barking,1
awake,1
xxvii,1
door,1
hardly,1
castle,1
presently,1
thereupon,1
worried,1
roosters,1
somewheres,1
spot,1
b.,1
trots,1
samson,1
prefers,1
severely,1
help,1
holes,1
language,1
squirrels,1
contribution,1
chuckle,1
crabs,1
services,1
application,1
protest,1
henceforth,1
history,1
resorts,1
hitherto,1
lead,1
girls_,1
'twixt,1
color,1
experience,1
yesterday,1
below,1
wit,1
storage,1
odour,1
ne'er,1
today,1
autograph,1
_journal_,1
families,1
_journal,1
occasionally,1
stonings,1
bid,1
bark_--one,1
road,1
stories,1
becase,1
half,1
excavates,1
traits,1
invariably,1
mask:--,1
hole?--can,1
grape,1
guile,1
_book,1
clearly,1
residence,1
keeping,1
expositions,1
methods,1
refers,1
leadership,1
widow,1
path,1
liberty,1
statement,1
health,1
rather,1
bowser,1
show,1
squalls,1
hide,1
sticking,1
brave,1
consults,1
night,1
invitation,1
glides,1
career,1
brown,1
household,1
suggestive,1
credit,1
times,1
sleeps,1
plans,1
yelps,1
greatly,1
dwelt,1
abode,1
clomb,1
promptly,1
yapping,1
hurriedly,1
unexpectedly,1
dove,1
sang,1
sufficiently,1
consciousness,1
father,1
emotions,1
vanished,1
dart,1
fingers,1
bells,1
music,1
hangs,1
chasin,1
nests,1
sets,1
uses,1
utter,1
sat,1
earth,1
delicately,1
stoopid,1
falters,1
food,1
informs,1
irresolutely,1
stir,1
securely,1
living,1
strove,1
burst,1
eyed,1
advanced,1
rich,1
stop,1
litter,1
whelps,1
breedin,1
pelt,1
center,1
accordingly,1
leapt,1
accidentally,1
singing,1
bungalow,1
smelt,1
torment,1
slip,1
wife,1
place,1
ear,1
already,1
fought,1
indifferent,1
nation,1
rivers,1
likewise,1
raid,1
sniff,1
lame,1
tails,1
warning,1
cunningly,1
maule,1
prowling,1
gettin,1
bat,1
larder,1
orders,1
raising,1
solemnly,1
raisin,1
meat,1
shape,1
legends,1
demons,1
faces,1
rush,1
gens,1
bears,1
sweetly,1
wisely,1
fable,1
said—,1
poor,1
wastefulness,1
accepts,1
fox’,1
lose,1
loud,1
louder,1
goeth,1
beareth,1
rests,1
end,1
worthy,1
mountain,1
woman,1
hears,1
shiver,1
scouts,1
easily,1
unawares,1
regard,1
imaginable,1
winter,1
gland,1
runways,1
bait,1
shrewdness,1
decoy,1
little,1
earths,1
hall,1
pass,1
scores,1
hints,1
coverts,1
shrewd,1
morning,1
hunt[177-,1
causes,1
homes,1
foxing,1
valies,1
species,1
fares,1
artificial,1
mask,1
quaking,1
exactly,1
land,1
hides,1
carcass,1
physician,1
past,1
dogs,1
snake,1
fate,1
stole,1
chillun,1
kinder,1
lookin,1
peep,1
sump’n,1
vow,1
roun,1
tea,1
robe,1
lives,1
overlying,1
proudly,1
stiff,1
helpless,1
anyway,1
crossly,1
dryly,1
raisers,1
shooting,1
fears,1
matrix,1
haste,1
hunts,1
claws,1
friend,1
journal_,1
trade,1
akin,1
journey'd,1
size,1
livers,1
gently,1
thigh,1
