word,count
fox,202
was,119
is,65
foxes,28
very,24
so,24
are,23
and,19
were,17
dead,13
more,9
as,8
not,8
smart,8
afraid,8
angry,8
wise,8
frightened,6
hungry,6
too,6
strong,5
tired,5
glad,5
much,4
fond,4
indeed,4
ferryman,4
headstrong,4
comfortable,4
really,4
thin,3
spry,3
scarce,3
startled,3
sore,3
numerous,3
near,3
safe,3
able,3
stiff,3
resourceful,3
great,3
never,3
spasmodic,3
proud,2
weak,2
stupid,2
impudent,2
isn't,2
most,2
dangerous,2
easier,2
absent,2
dark,2
wasn't,2
plentiful,2
bigger,2
still,2
where,2
terribly,2
quick,2
full,2
unable,2
greatly,2
ill,2
different,2
sly,2
polite,2
thicker,2
surprised,2
unknown,1
careful,1
present,1
second,1
impervious,1
being,1
shy,1
far,1
sure,1
away—,1
cheap,1
when,1
pleasant,1
brown,1
curious,1
deceptive,1
mangy,1
small,1
warm,1
prone,1
apt,1
afoot,1
ravenous,1
impatient,1
enough,1
keen,1
no,1
worth,1
lucky,1
almost,1
impossible,1
pleased,1
irregular,1
flat,1
slightly,1
identical,1
here,1
free,1
suspicious,1
generally,1
third,1
worried,1
cunning,1
also,1
astounded,1
sharp,1
cautious,1
old,1
delighted,1
undecided,1
less,1
poor,1
grateful,1
unimportant,1
rich,1
monotonous,1
rather,1
plenty,1
aware,1
well,1
unhappy,1
sorrowing,1
persistent,1
ready,1
subject,1
sick,1
crazy,1
just,1
carnivorous,1
badly,1
dear,1
quite,1
tyrant,1
familiar,1
seiner,1
unwilling,1
ende,1
am,1
active,1
responsible,1
minded,1
scornful,1
utterly,1
tolerant,1
indifferently,1
likely,1
